                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                             Generated by UCC v.2014.08f on 10 17 2015                             
                        GUCC -outdir D:\Development\ucc_2014.08zf\count_out                        

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
9,14,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,11,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,8,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,14,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
13,15,12,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
22,34,22,High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
21,23,4,High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
23,23,9,High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,4,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,12,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,9,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
24,26,13,High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.AudioSprite,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,12,11,Medium,Phaser.Sound,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,13,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
30,48,30,High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,5,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,12,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,11,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,10,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,7,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.SoundManager,D:\Development\GitHub\Space_Invaders\source\phaser.js
14,18,14,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,7,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,10,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,11,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Utils.Debug,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,8,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,14,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,4,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,Phaser.ArraySet,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,11,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,8,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,10,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,9,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.LinkedList,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,5,2,Low,Phaser.Physics,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,13,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,9,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,12,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,4,2,Low,Phaser.Physics.Arcade,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,12,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,12,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,14,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,14,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
17,21,17,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
20,24,20,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
18,22,18,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,11,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
17,26,17,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
17,26,17,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Physics.Arcade.Body,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,9,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
14,21,14,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,9,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,Phaser.Physics.Arcade.Body.render,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.Arcade.Body.renderBodyInfo,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.Arcade.TilemapCollision,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,9,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
17,34,17,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,17,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,17,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,9,6,Low,Phaser.Physics.P2,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,13,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,7,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,13,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
18,18,18,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,16,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,14,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
